customer_id,order_date,product_id,unit_price,quantity,total_discount
C1969,2022-05-31,P2019,4954.71,2,179.0
C1343,2022-11-11,P2013,4417.98,1,229.61
C1461,2022-07-31,P2015,3403.38,4,196.94
C1123,2022-10-06,P2030,4828.98,1,55.94
C1806,2022-04-16,P2017,1456.57,4,89.98
C1236,2023-03-01,P2036,3463.5,2,241.37
C1023,2023-01-25,P2009,4904.6,2,140.12
C1819,2023-02-22,P2042,4569.64,2,170.15
C1522,2022-10-02,P2048,4677.94,1,142.84
C1665,2022-03-05,P2043,691.38,2,13.39
C1378,2022-09-24,P2028,3296.75,3,44.65
C1230,2022-04-27,P2020,622.64,3,257.43
C1539,2022-08-11,P2004,4751.21,4,42.86
C1440,2022-10-02,P2038,2538.6,3,264.33
C1457,2022-10-05,P2004,4751.21,2,185.0
C1139,2023-02-23,P2010,802.66,2,0.52
C1950,2022-03-25,P2026,3229.93,4,152.04
C1021,2022-11-05,P2025,1418.3,3,24.07
C1051,2022-06-05,P2044,3523.22,1,93.51
C1010,2022-03-02,P2026,3229.93,1,65.45
C1996,2022-10-17,P2027,506.83,1,180.77
C1650,2023-06-27,P2033,2891.83,3,100.15
C1733,2022-09-08,P2000,1273.21,3,129.05
C1020,2023-07-02,P2001,4933.21,2,290.28
C1675,2023-01-30,P2007,197.12,3,241.69
C1326,2022-02-25,P2035,3437.92,3,244.51
C1468,2023-06-26,P2017,1456.57,2,150.68
C1214,2023-11-06,P2014,1047.17,4,159.48
C1192,2022-02-21,P2012,4293.9,1,223.49
C1165,2023-06-15,P2020,622.64,1,111.38
C1805,2022-08-07,P2032,2396.43,2,3.64
C1019,2023-12-01,P2022,419.05,3,76.71
C1997,2023-08-24,P2049,798.47,1,21.24
C1748,2023-02-22,P2011,2563.14,3,226.65
C1552,2022-08-31,P2030,4828.98,4,63.93
C1709,2022-11-07,P2000,1273.21,1,216.89
C1233,2023-10-24,P2016,4693.47,1,232.02
C1456,2022-06-15,P2017,1456.57,3,200.47
C1090,2022-12-09,P2032,2396.43,3,109.97
C1676,2022-05-21,P2009,4904.6,4,253.54
C1316,2022-12-22,P2020,622.64,4,96.16
C1296,2022-10-24,P2014,1047.17,4,299.16
C1751,2022-02-10,P2025,1418.3,4,195.56
C1497,2022-08-31,P2006,3318.76,1,99.0
C1711,2022-10-27,P2002,4796.38,2,153.3
C1602,2022-07-06,P2005,4383.8,3,264.71
C1980,2022-07-30,P2014,1047.17,1,12.47
C1922,2023-05-13,P2040,2929.17,4,21.62
C1614,2023-02-01,P2001,4933.21,3,21.59
C1523,2023-02-15,P2027,506.83,2,123.46
C1911,2022-10-26,P2022,419.05,1,102.83
C1611,2022-06-13,P2010,802.66,1,229.35
C1327,2023-12-13,P2035,3437.92,2,136.22
C1290,2022-02-10,P2046,4644.31,2,117.11
C1136,2022-08-21,P2033,2891.83,2,55.12
C1778,2022-01-30,P2031,2861.23,1,181.21
C1706,2022-11-05,P2032,2396.43,1,215.96
C1087,2022-06-12,P2030,4828.98,1,167.73
C1199,2023-09-08,P2040,2929.17,1,253.11
C1606,2023-09-16,P2004,4751.21,2,197.43
C1048,2023-07-02,P2001,4933.21,3,146.39
C1565,2023-08-17,P2036,3463.5,4,63.36
C1600,2023-03-05,P2012,4293.9,3,94.76
C1954,2023-01-05,P2009,4904.6,2,96.8
C1269,2023-03-24,P2009,4904.6,2,229.31
C1395,2023-08-27,P2012,4293.9,1,86.67
C1347,2023-08-18,P2024,4532.99,3,296.75
C1990,2022-07-29,P2008,2753.53,1,135.76
C1138,2023-10-05,P2008,2753.53,3,227.41
C1049,2023-02-23,P2032,2396.43,4,229.74
C1524,2023-07-23,P2039,423.77,1,240.61
C1491,2023-04-16,P2029,1241.0,4,236.57
C1897,2022-11-14,P2031,2861.23,3,29.17
C1399,2022-06-19,P2012,4293.9,1,269.61
C1381,2023-05-10,P2038,2538.6,4,275.73
C1933,2023-07-06,P2000,1273.21,1,255.39
C1596,2022-04-08,P2016,4693.47,1,31.16
C1661,2022-03-20,P2033,2891.83,3,192.25
C1955,2022-11-25,P2014,1047.17,3,262.01
C1225,2023-03-06,P2042,4569.64,4,241.55
C1366,2023-10-29,P2009,4904.6,3,31.95
C1516,2023-02-21,P2000,1273.21,1,135.44
C1506,2022-07-08,P2044,3523.22,1,225.37
C1342,2022-12-16,P2002,4796.38,2,258.23
C1740,2022-12-03,P2021,4502.82,4,23.38
C1147,2022-10-09,P2006,3318.76,3,283.59
C1091,2022-12-06,P2033,2891.83,4,2.89
C1774,2022-08-21,P2021,4502.82,3,72.46
C1225,2023-03-15,P2012,4293.9,1,283.65
C1690,2023-12-26,P2039,423.77,2,120.65
C1247,2023-01-22,P2048,4677.94,3,192.05
C1518,2023-10-09,P2006,3318.76,4,12.45
C1303,2022-12-23,P2033,2891.83,3,172.44
C1493,2023-04-18,P2009,4904.6,4,245.73
C1122,2023-07-15,P2049,798.47,3,21.4
C1681,2023-12-04,P2007,197.12,4,283.74
C1335,2023-08-15,P2048,4677.94,1,273.33
C1025,2023-02-28,P2031,2861.23,1,73.28
C1409,2022-01-26,P2042,4569.64,3,268.61
C1181,2023-09-24,P2010,802.66,2,197.76
C1338,2023-05-05,P2026,3229.93,1,75.84
C1849,2023-09-01,P2017,1456.57,3,17.61
C1109,2022-06-01,P2004,4751.21,4,187.19
C1874,2022-07-13,P2001,4933.21,2,88.0
C1694,2022-12-12,P2001,4933.21,3,40.72
C1052,2022-10-16,P2006,3318.76,4,192.78
C1264,2023-03-14,P2013,4417.98,1,221.85
C1744,2022-10-27,P2042,4569.64,2,150.85
C1158,2022-10-10,P2012,4293.9,3,235.19
C1848,2023-08-30,P2022,419.05,2,49.4
C1724,2022-07-02,P2038,2538.6,3,91.7
C1299,2023-10-22,P2045,3318.94,3,143.47
C1541,2022-06-01,P2008,2753.53,2,243.24
C1464,2022-09-08,P2009,4904.6,3,71.25
C1908,2022-11-24,P2010,802.66,3,15.02
C1507,2022-04-03,P2040,2929.17,2,95.78
C1542,2022-07-12,P2003,2680.67,3,196.88
C1055,2023-12-06,P2025,1418.3,2,92.96
C1033,2022-09-07,P2045,3318.94,4,274.13
C1018,2022-12-02,P2040,2929.17,2,8.85
C1016,2022-03-30,P2024,4532.99,1,66.65
C1236,2023-11-16,P2006,3318.76,2,239.98
C1584,2022-05-31,P2045,3318.94,4,68.02
C1413,2022-08-27,P2047,2782.26,4,54.7
C1171,2023-07-21,P2010,802.66,1,220.39
C1242,2022-05-28,P2042,4569.64,4,298.95
C1885,2023-09-09,P2041,1732.07,3,201.62
C1463,2022-12-02,P2027,506.83,2,275.29
C1222,2023-07-23,P2017,1456.57,4,19.91
C1259,2022-12-09,P2002,4796.38,3,139.53
C1509,2022-07-24,P2022,419.05,4,261.22
C1748,2022-10-14,P2008,2753.53,1,278.1
C1864,2022-12-05,P2024,4532.99,1,284.28
C1379,2022-02-27,P2018,470.33,4,64.65
C1777,2022-09-24,P2043,691.38,4,18.55
C1963,2023-08-04,P2014,1047.17,2,287.78
C1316,2023-10-09,P2044,3523.22,4,279.84
C1060,2022-05-20,P2013,4417.98,4,200.31
C1159,2023-11-18,P2029,1241.0,1,260.17
C1384,2023-06-01,P2015,3403.38,1,69.1
C1203,2023-12-26,P2042,4569.64,2,160.8
C1213,2023-06-12,P2010,802.66,1,24.79
C1316,2022-05-08,P2032,2396.43,4,42.47
C1863,2022-03-21,P2027,506.83,3,15.65
C1078,2023-07-07,P2000,1273.21,2,275.15
C1960,2023-01-02,P2031,2861.23,3,75.26
C1326,2023-02-22,P2027,506.83,4,41.22
C1652,2023-07-20,P2027,506.83,4,289.36
C1894,2023-08-14,P2028,3296.75,3,232.99
C1179,2023-08-25,P2043,691.38,2,48.18
C1053,2022-09-24,P2011,2563.14,4,193.1
C1692,2022-06-25,P2034,3183.86,1,117.53
C1396,2022-08-30,P2040,2929.17,1,145.14
C1179,2023-03-09,P2047,2782.26,1,192.96
C1272,2022-01-18,P2030,4828.98,2,29.56
C1431,2023-08-17,P2039,423.77,1,241.39
C1811,2023-05-02,P2011,2563.14,2,143.21
C1899,2022-01-27,P2000,1273.21,1,142.75
C1517,2022-11-13,P2028,3296.75,1,269.85
C1964,2022-02-16,P2039,423.77,3,169.06
C1612,2023-12-27,P2004,4751.21,2,216.45
C1371,2022-10-09,P2015,3403.38,3,129.12
C1302,2023-12-01,P2017,1456.57,3,93.56
C1388,2023-05-15,P2040,2929.17,3,253.38
C1855,2023-01-07,P2000,1273.21,1,33.57
C1080,2023-11-23,P2033,2891.83,4,158.34
C1788,2022-12-02,P2021,4502.82,1,201.08
C1102,2022-11-15,P2011,2563.14,3,240.46
C1949,2022-10-05,P2021,4502.82,3,126.48
C1786,2023-09-16,P2013,4417.98,1,281.08
C1138,2023-12-15,P2007,197.12,2,119.25
C1175,2023-11-04,P2012,4293.9,4,138.69
C1084,2023-06-04,P2035,3437.92,4,16.22
C1485,2022-07-26,P2034,3183.86,4,182.97
C1242,2022-07-14,P2024,4532.99,1,253.78
C1516,2022-12-14,P2036,3463.5,1,26.84
C1479,2022-10-09,P2042,4569.64,2,54.12
C1411,2023-04-30,P2016,4693.47,3,242.75
C1185,2022-01-17,P2005,4383.8,1,149.65
C1677,2022-08-15,P2023,2810.79,1,260.57
C1723,2023-01-13,P2049,798.47,1,291.72
C1989,2023-06-24,P2045,3318.94,2,84.67
C1741,2023-04-27,P2016,4693.47,1,195.59
C1482,2023-09-15,P2046,4644.31,2,212.0
C1303,2023-10-07,P2017,1456.57,4,143.65
C1359,2022-04-21,P2008,2753.53,1,247.74
C1864,2022-02-21,P2013,4417.98,1,196.9
C1008,2022-11-08,P2027,506.83,3,236.48
C1109,2023-11-02,P2043,691.38,1,202.9
C1999,2023-08-31,P2037,281.16,3,84.78
C1012,2023-03-29,P2019,4954.71,2,185.89
C1724,2023-10-22,P2013,4417.98,2,68.19
C1131,2022-03-16,P2025,1418.3,1,231.6
C1816,2022-06-12,P2014,1047.17,4,129.16
C1147,2022-12-13,P2025,1418.3,4,47.77
C1914,2023-04-06,P2002,4796.38,2,220.97
C1774,2022-06-12,P2041,1732.07,2,164.25
C1076,2022-11-04,P2023,2810.79,4,172.06
C1843,2022-03-04,P2028,3296.75,4,213.43
C1997,2023-01-29,P2000,1273.21,1,7.05
C1422,2023-05-05,P2030,4828.98,1,138.69
C1561,2022-02-09,P2004,4751.21,2,144.71
C1051,2023-05-31,P2000,1273.21,1,194.03
C1985,2023-09-15,P2045,3318.94,4,167.86
C1412,2022-09-19,P2033,2891.83,3,135.04
C1956,2022-10-09,P2033,2891.83,3,236.75
C1821,2023-08-27,P2024,4532.99,3,76.25
C1925,2022-07-31,P2007,197.12,3,20.52
C1675,2022-12-29,P2011,2563.14,2,35.65
C1670,2022-09-28,P2048,4677.94,2,59.97
C1577,2023-05-31,P2045,3318.94,3,85.25
C1536,2023-02-17,P2041,1732.07,3,195.0
C1281,2022-08-10,P2041,1732.07,3,7.49
C1131,2022-03-11,P2031,2861.23,1,168.42
C1612,2023-09-17,P2018,470.33,3,126.04
C1415,2023-06-18,P2009,4904.6,2,104.23
C1644,2023-03-23,P2048,4677.94,1,92.8
C1973,2022-06-21,P2003,2680.67,3,28.71
C1942,2022-01-25,P2018,470.33,4,272.84
C1075,2022-03-07,P2020,622.64,2,125.11
C1967,2023-08-07,P2037,281.16,3,297.13
C1950,2022-11-28,P2030,4828.98,1,72.12
C1084,2023-12-22,P2020,622.64,4,225.02
C1164,2023-08-27,P2011,2563.14,1,240.98
C1427,2023-12-18,P2000,1273.21,2,171.81
C1782,2023-06-12,P2031,2861.23,3,144.54
C1285,2022-05-24,P2008,2753.53,4,113.08
C1041,2023-11-25,P2032,2396.43,3,288.38
C1472,2022-05-07,P2005,4383.8,3,11.91
C1757,2023-12-19,P2047,2782.26,3,231.36
C1933,2023-08-15,P2034,3183.86,2,94.69
C1452,2022-10-02,P2047,2782.26,1,12.37
C1289,2022-08-16,P2038,2538.6,1,40.76
C1427,2022-11-20,P2001,4933.21,1,156.89
C1779,2022-07-09,P2048,4677.94,4,94.97
C1843,2022-06-18,P2031,2861.23,4,94.77
C1239,2022-08-06,P2010,802.66,3,232.16
C1785,2022-08-13,P2033,2891.83,2,166.65
C1236,2023-06-16,P2047,2782.26,3,65.46
C1066,2023-12-19,P2032,2396.43,1,293.61
C1516,2022-07-28,P2029,1241.0,1,96.56
C1534,2023-07-25,P2046,4644.31,1,251.27
C1023,2022-12-02,P2029,1241.0,1,214.84
C1226,2023-06-21,P2033,2891.83,1,237.99
C1869,2023-06-16,P2036,3463.5,3,172.34
C1263,2022-08-07,P2046,4644.31,4,297.78
C1986,2022-05-30,P2037,281.16,2,103.02
C1734,2023-03-03,P2017,1456.57,3,70.09
C1260,2022-03-28,P2022,419.05,4,283.65
C1757,2022-11-08,P2034,3183.86,1,44.06
C1512,2023-04-02,P2026,3229.93,4,220.83
C1435,2022-08-15,P2026,3229.93,1,68.85
C1469,2022-09-22,P2017,1456.57,4,103.5
C1156,2022-01-10,P2013,4417.98,2,227.04
C1912,2023-06-17,P2028,3296.75,1,218.24
C1911,2022-06-04,P2020,622.64,3,275.41
C1233,2023-02-04,P2034,3183.86,4,6.65
C1196,2023-08-09,P2039,423.77,4,297.39
C1587,2022-06-07,P2011,2563.14,2,282.44
C1249,2023-10-13,P2044,3523.22,2,183.17
C1138,2023-01-02,P2008,2753.53,3,223.4
C1772,2022-02-22,P2043,691.38,3,225.12
C1173,2023-07-15,P2007,197.12,3,31.41
C1751,2022-04-01,P2004,4751.21,4,184.22
C1849,2022-01-11,P2009,4904.6,2,57.3
C1496,2022-08-23,P2031,2861.23,3,282.19
C1821,2023-12-07,P2039,423.77,1,284.78
C1228,2022-01-11,P2006,3318.76,2,259.33
C1512,2022-04-30,P2033,2891.83,2,18.15
C1031,2022-04-21,P2025,1418.3,3,277.6
C1595,2022-02-23,P2000,1273.21,2,87.56
C1376,2023-11-19,P2030,4828.98,3,240.52
C1966,2023-03-07,P2029,1241.0,1,35.57
C1702,2022-08-14,P2025,1418.3,3,215.52
C1209,2023-03-18,P2046,4644.31,4,26.77
C1331,2023-06-23,P2008,2753.53,2,174.74
C1535,2023-06-04,P2042,4569.64,1,106.26
C1789,2023-10-27,P2008,2753.53,1,26.55
C1787,2023-12-10,P2005,4383.8,1,299.62
C1913,2023-07-01,P2028,3296.75,4,133.57
C1730,2023-07-10,P2012,4293.9,1,241.65
C1937,2023-11-16,P2011,2563.14,3,66.43
C1396,2022-09-28,P2043,691.38,3,49.08
C1746,2022-05-21,P2049,798.47,2,109.7
C1754,2023-11-07,P2039,423.77,3,171.25
C1743,2022-05-15,P2046,4644.31,4,147.73
C1913,2023-01-27,P2025,1418.3,3,294.05
C1380,2023-10-12,P2030,4828.98,4,77.21
C1909,2022-03-27,P2049,798.47,4,63.01
C1581,2023-07-24,P2021,4502.82,1,81.88
C1302,2023-12-07,P2008,2753.53,1,52.03
C1665,2023-01-02,P2022,419.05,2,62.64
C1831,2023-05-20,P2030,4828.98,1,165.58
C1911,2022-07-31,P2026,3229.93,3,258.29
C1934,2022-08-22,P2044,3523.22,2,99.43
C1331,2022-05-10,P2040,2929.17,1,31.55
C1288,2022-10-09,P2049,798.47,4,35.86
C1667,2023-06-22,P2013,4417.98,3,241.2
C1539,2023-05-29,P2028,3296.75,2,11.19
C1113,2023-06-27,P2028,3296.75,2,117.99
C1946,2023-05-18,P2005,4383.8,2,174.74
C1003,2023-06-24,P2033,2891.83,2,217.23
C1820,2022-09-17,P2025,1418.3,2,278.78
C1681,2022-04-16,P2049,798.47,1,241.02
C1671,2022-01-16,P2024,4532.99,4,297.82
C1698,2023-03-03,P2007,197.12,1,248.6
C1801,2022-06-11,P2036,3463.5,4,155.92
C1942,2022-02-25,P2015,3403.38,1,175.17
C1963,2023-04-08,P2049,798.47,1,193.28
C1644,2022-03-25,P2041,1732.07,3,100.53
C1770,2023-10-16,P2041,1732.07,2,108.11
C1237,2023-12-10,P2006,3318.76,4,29.1
C1907,2022-02-03,P2026,3229.93,2,186.56
C1427,2023-11-18,P2045,3318.94,1,269.73
C1707,2023-08-28,P2027,506.83,4,198.35
C1839,2022-10-09,P2036,3463.5,3,91.5
C1113,2022-02-15,P2023,2810.79,2,14.99
C1736,2022-05-18,P2001,4933.21,1,234.96
C1367,2023-08-17,P2046,4644.31,1,268.3
C1256,2022-08-21,P2021,4502.82,3,117.6
C1653,2023-07-05,P2004,4751.21,4,133.66
C1265,2023-12-09,P2028,3296.75,2,122.54
C1697,2023-09-25,P2014,1047.17,2,153.95
C1201,2023-08-08,P2021,4502.82,1,268.95
C1318,2023-03-07,P2043,691.38,3,54.01
C1579,2023-08-20,P2041,1732.07,2,125.33
C1192,2022-05-09,P2019,4954.71,2,102.74
C1289,2022-09-03,P2049,798.47,4,35.17
C1376,2022-09-20,P2018,470.33,2,231.33
C1632,2022-07-11,P2042,4569.64,2,240.15
C1442,2022-02-13,P2028,3296.75,4,21.87
C1588,2023-10-15,P2013,4417.98,1,140.91
C1521,2022-03-01,P2038,2538.6,3,43.86
C1803,2022-04-25,P2029,1241.0,2,273.0
C1775,2023-12-27,P2018,470.33,2,134.01
C1248,2023-04-18,P2025,1418.3,4,76.22
C1449,2022-01-18,P2020,622.64,1,129.63
C1366,2023-12-08,P2015,3403.38,1,265.32
C1676,2022-09-14,P2040,2929.17,2,258.76
C1858,2023-11-04,P2033,2891.83,1,249.19
C1139,2022-07-01,P2012,4293.9,1,204.01
C1129,2023-07-20,P2023,2810.79,2,179.63
C1256,2022-02-17,P2029,1241.0,2,216.79
C1610,2023-09-21,P2041,1732.07,4,6.43
C1375,2023-06-23,P2003,2680.67,3,61.26
C1539,2023-08-26,P2015,3403.38,1,130.56
C1365,2023-08-01,P2021,4502.82,2,132.57
C1536,2022-03-20,P2009,4904.6,3,146.24
C1432,2023-04-10,P2034,3183.86,4,228.38
C1706,2023-03-14,P2023,2810.79,1,144.52
C1280,2023-11-29,P2028,3296.75,4,155.27
C1174,2023-11-08,P2005,4383.8,4,295.84
C1265,2022-12-19,P2008,2753.53,1,295.15
C1083,2022-05-19,P2014,1047.17,3,277.01
C1323,2022-03-10,P2040,2929.17,3,13.83
C1768,2022-05-13,P2041,1732.07,1,206.64
C1163,2022-03-24,P2049,798.47,3,68.06
C1517,2022-05-16,P2031,2861.23,2,132.85
C1071,2023-10-03,P2025,1418.3,4,161.52
C1339,2022-11-23,P2024,4532.99,2,268.58
C1819,2023-04-28,P2012,4293.9,2,183.25
C1123,2022-10-27,P2045,3318.94,2,242.31
C1745,2022-05-10,P2019,4954.71,2,168.81
C1993,2023-02-13,P2022,419.05,2,287.19
C1454,2023-04-11,P2047,2782.26,3,287.52
C1196,2022-08-13,P2009,4904.6,4,277.94
C1671,2022-03-07,P2015,3403.38,3,199.02
C1830,2023-10-26,P2035,3437.92,4,100.99
C1736,2022-06-19,P2030,4828.98,4,255.76
C1124,2023-10-19,P2016,4693.47,4,7.83
C1897,2022-03-11,P2032,2396.43,2,81.11
C1707,2022-01-04,P2005,4383.8,4,285.01
C1675,2022-03-18,P2026,3229.93,2,96.93
C1191,2022-09-15,P2025,1418.3,3,102.8
C1865,2023-01-03,P2020,622.64,2,280.2
C1359,2023-11-26,P2042,4569.64,1,67.2
C1963,2023-01-21,P2033,2891.83,2,220.61
C1768,2022-05-18,P2020,622.64,1,0.04
C1424,2023-08-08,P2003,2680.67,3,225.56
C1989,2023-01-28,P2030,4828.98,4,116.04
C1699,2022-07-11,P2038,2538.6,3,112.55
C1532,2023-12-16,P2043,691.38,3,283.66
C1906,2023-07-10,P2030,4828.98,4,232.63
C1179,2023-10-18,P2037,281.16,3,230.57
C1987,2022-05-31,P2018,470.33,2,72.94
C1209,2022-03-12,P2022,419.05,2,242.67
C1848,2022-01-30,P2014,1047.17,1,263.79
C1443,2023-04-22,P2045,3318.94,1,63.97
C1156,2022-06-25,P2006,3318.76,3,209.9
C1334,2023-04-10,P2004,4751.21,1,211.4
C1720,2022-01-18,P2024,4532.99,1,263.13
C1399,2022-01-08,P2040,2929.17,3,190.22
C1491,2023-04-26,P2032,2396.43,3,170.97
C1158,2023-11-20,P2032,2396.43,2,131.34
C1210,2023-08-30,P2018,470.33,4,162.29
C1851,2023-07-29,P2032,2396.43,1,122.87
C1977,2022-10-22,P2043,691.38,3,12.6
C1932,2023-10-14,P2044,3523.22,1,205.71
C1412,2022-01-29,P2002,4796.38,2,26.7
C1588,2022-05-28,P2013,4417.98,2,149.06
C1459,2022-03-01,P2034,3183.86,4,68.88
C1452,2022-04-22,P2017,1456.57,4,235.21
C1663,2023-10-04,P2028,3296.75,3,120.57
C1978,2022-09-16,P2034,3183.86,2,287.68
C1082,2023-01-23,P2035,3437.92,1,45.88
C1276,2023-05-01,P2004,4751.21,2,84.01
C1035,2022-02-20,P2033,2891.83,1,14.75
C1119,2023-11-20,P2035,3437.92,4,77.54
C1806,2022-03-03,P2008,2753.53,3,111.64
C1020,2022-01-16,P2024,4532.99,4,294.97
C1087,2023-11-03,P2008,2753.53,3,2.72
C1799,2022-06-02,P2014,1047.17,2,95.08
C1208,2022-03-07,P2046,4644.31,1,229.06
C1748,2023-12-29,P2029,1241.0,3,133.28
C1400,2023-05-21,P2043,691.38,2,298.32
C1459,2023-04-28,P2047,2782.26,3,4.47
C1790,2022-08-26,P2034,3183.86,4,260.85
C1877,2022-01-23,P2030,4828.98,2,228.77
C1959,2023-12-11,P2019,4954.71,3,204.9
C1929,2022-01-29,P2040,2929.17,4,155.18
C1550,2023-10-05,P2045,3318.94,3,277.59
C1241,2023-01-09,P2047,2782.26,1,20.24
C1000,2022-09-30,P2002,4796.38,4,283.03
C1941,2022-07-25,P2044,3523.22,3,190.94
C1691,2022-08-19,P2025,1418.3,2,255.92
C1343,2023-09-11,P2011,2563.14,1,28.45
C1057,2022-05-11,P2038,2538.6,4,228.4
C1944,2022-11-28,P2047,2782.26,3,41.62
C1515,2023-04-08,P2038,2538.6,1,122.1
C1530,2022-09-15,P2042,4569.64,4,280.19
C1359,2022-10-27,P2007,197.12,1,275.72
C1649,2022-10-27,P2025,1418.3,2,70.55
C1615,2022-08-04,P2034,3183.86,4,241.73
C1197,2023-12-13,P2044,3523.22,4,99.76
C1819,2022-09-18,P2002,4796.38,2,127.91
C1793,2022-05-13,P2033,2891.83,2,4.06
C1577,2022-03-12,P2029,1241.0,4,219.98
C1240,2022-12-31,P2043,691.38,2,245.93
C1586,2023-11-17,P2010,802.66,2,61.34
C1264,2023-12-03,P2033,2891.83,2,73.62
C1895,2022-04-06,P2002,4796.38,1,225.84
C1330,2023-02-24,P2029,1241.0,4,33.39
C1255,2023-12-26,P2012,4293.9,2,84.95
C1420,2023-12-06,P2022,419.05,4,203.08
C1411,2023-07-10,P2011,2563.14,3,271.68
C1439,2022-12-16,P2049,798.47,2,99.29
C1118,2023-05-02,P2023,2810.79,3,74.83
C1907,2022-10-03,P2031,2861.23,2,127.69
C1586,2023-02-07,P2019,4954.71,2,121.31
C1948,2022-04-07,P2000,1273.21,4,188.51
C1916,2023-08-20,P2028,3296.75,2,104.99
C1847,2022-07-23,P2038,2538.6,3,275.59
C1600,2022-11-06,P2040,2929.17,3,31.18
C1378,2022-10-28,P2041,1732.07,2,195.43
C1955,2023-08-23,P2023,2810.79,4,209.75
C1434,2022-01-17,P2027,506.83,4,238.17
C1587,2023-08-19,P2001,4933.21,1,220.96
C1592,2023-05-11,P2032,2396.43,4,110.89
C1340,2022-04-27,P2018,470.33,1,63.9
C1923,2023-04-19,P2030,4828.98,2,162.65
C1914,2022-11-25,P2030,4828.98,4,241.56
C1548,2022-03-18,P2024,4532.99,4,50.83
C1140,2023-03-12,P2033,2891.83,4,166.62
C1647,2023-10-21,P2010,802.66,2,86.19
C1618,2022-02-06,P2020,622.64,1,83.12
C1554,2023-06-15,P2025,1418.3,3,135.97
C1215,2022-06-18,P2000,1273.21,3,234.04
C1039,2022-11-11,P2026,3229.93,4,213.35
C1073,2023-08-25,P2026,3229.93,3,1.77
C1724,2023-02-28,P2007,197.12,4,261.84
C1987,2023-10-30,P2018,470.33,4,111.9
C1402,2023-03-05,P2013,4417.98,4,290.07
C1966,2022-08-18,P2040,2929.17,3,126.44
C1823,2023-02-28,P2030,4828.98,3,128.44
C1234,2023-02-21,P2049,798.47,2,10.55
C1716,2023-05-16,P2022,419.05,3,155.28
C1196,2023-03-04,P2042,4569.64,1,261.47
C1131,2023-08-15,P2028,3296.75,4,246.83
C1565,2022-09-26,P2006,3318.76,4,272.3
C1247,2023-02-14,P2000,1273.21,3,156.51
C1782,2022-09-28,P2040,2929.17,4,205.12
C1923,2023-11-07,P2007,197.12,3,90.03
C1657,2023-08-08,P2016,4693.47,4,206.57
C1637,2023-05-01,P2044,3523.22,3,225.95
C1027,2023-02-02,P2023,2810.79,2,206.47
C1117,2023-09-20,P2031,2861.23,1,211.01
C1426,2022-01-29,P2010,802.66,3,172.54
C1561,2022-01-30,P2048,4677.94,1,42.44
C1400,2022-12-10,P2034,3183.86,4,206.07
C1260,2022-06-03,P2040,2929.17,1,140.92
C1631,2022-12-29,P2034,3183.86,1,208.37
C1574,2023-06-24,P2032,2396.43,4,243.23
C1655,2023-03-30,P2025,1418.3,3,255.65
C1884,2023-05-24,P2037,281.16,3,288.69
C1890,2022-11-01,P2041,1732.07,3,289.0
C1596,2023-07-27,P2046,4644.31,4,203.56
C1595,2023-11-25,P2033,2891.83,3,182.42
C1539,2023-10-05,P2002,4796.38,1,267.32
C1731,2023-08-27,P2044,3523.22,1,123.89
C1017,2022-05-06,P2027,506.83,3,129.69
C1818,2023-12-17,P2014,1047.17,1,106.59
C1498,2023-03-10,P2004,4751.21,4,84.53
C1940,2023-05-04,P2028,3296.75,3,217.13
C1665,2022-08-09,P2019,4954.71,2,31.6
C1126,2023-04-21,P2017,1456.57,3,268.04
C1594,2023-09-01,P2018,470.33,2,285.24
C1149,2022-12-03,P2022,419.05,3,17.4
C1614,2023-06-17,P2027,506.83,1,92.43
C1522,2022-06-20,P2027,506.83,4,126.8
C1832,2023-04-28,P2011,2563.14,1,285.32
C1620,2023-07-06,P2024,4532.99,2,297.12
C1231,2023-07-08,P2011,2563.14,3,48.27
C1198,2023-07-31,P2046,4644.31,3,1.63
C1844,2023-08-16,P2021,4502.82,3,241.76
C1306,2023-09-13,P2045,3318.94,3,22.09
C1618,2022-05-13,P2044,3523.22,3,69.98
C1123,2022-08-28,P2033,2891.83,2,58.11
C1907,2023-04-13,P2021,4502.82,2,261.42
C1736,2023-05-01,P2021,4502.82,2,282.75
C1930,2023-10-01,P2029,1241.0,1,288.05
C1251,2022-05-22,P2011,2563.14,4,243.35
C1345,2022-05-01,P2038,2538.6,4,28.32
C1657,2023-02-06,P2021,4502.82,3,80.77
C1874,2023-02-19,P2040,2929.17,4,168.78
C1454,2023-09-12,P2026,3229.93,1,16.99
C1523,2022-07-24,P2010,802.66,1,80.07
C1936,2022-01-02,P2034,3183.86,1,123.07
C1198,2022-07-15,P2016,4693.47,4,59.59
C1740,2023-11-15,P2026,3229.93,3,38.85
C1836,2023-12-11,P2018,470.33,3,292.39
C1669,2022-10-19,P2002,4796.38,2,11.48
C1151,2022-05-29,P2015,3403.38,4,180.03
C1826,2022-10-09,P2027,506.83,4,175.31
C1175,2022-11-09,P2048,4677.94,2,44.15
C1852,2023-12-01,P2015,3403.38,2,148.99
C1405,2023-02-23,P2040,2929.17,3,13.03
C1406,2022-02-15,P2049,798.47,4,284.39
C1387,2022-04-23,P2001,4933.21,3,143.07
C1139,2022-06-23,P2033,2891.83,1,203.04
C1059,2022-12-18,P2010,802.66,2,113.65
C1081,2022-11-10,P2044,3523.22,3,178.99
